Lead_Id,Within24,Within48,Within72,WithinWeek,WithinWeeks,WithinMonth,ContactByEmail,ContactByTelephone,DistanceToDealer,Car Value,LeadProvider_Id,Status,Manufacturer,Model,TradeInModelYear,City,State
364,0,0,0,0,0,1,0,1,11.21,9400,LP003,NEW,Acura,TSX,2000,Los Angeles,CA
687,0,0,0,0,1,0,0,1,27.264,2168,LP007,NEW,Acura,TL,2003,Globe,AZ
198,0,0,0,0,1,0,0,1,37.51,2499,LP002,NEW,Audi,A8,1997,Foley,AL
123,0,1,0,0,0,0,0,1,31.45,3457,LP002,NEW,Lotus,L1,2003,Globe,AZ
898,0,0,0,0,0,0,0,1,51.09,6963,LP008,NEW,Chevrolet,Silverado,1998,Las Vegas,NM
127,0,0,0,1,0,0,0,1,951.37,6761,LP002,USED,Audi,A6,1997,Elberta,AL
775,0,0,0,0,0,0,0,1,30.31,8835,LP009,NEW,Audi,A4,1998,New York,NY
958,0,0,0,0,1,0,0,1,47.05,8916,LP007,NEW,Toyota,Camry,2004,Farmington,NM
555,0,0,0,0,1,0,0,1,37.22,6383,LP001,NEW,Toyota,Avalon,1999,Los Angeles,CA
170,0,0,0,0,1,0,0,1,45.99,5853,LP003,NEW,Toyota,Corolla,2004,North Pole,AK
814,0,0,0,0,1,0,0,1,52.21,2567,LP002,NEW,Mercedes Benz,E Class,2002,Hondo,NM
564,0,0,0,0,0,1,0,1,4.59,4978,LP002,NEW,Lotus,L2,2004,Conway,AR
780,0,0,0,0,0,1,0,1,6.99,4806,LP001,NEW,Chevrolet,Silverado,1999,Elberta,AL
815,0,0,0,0,0,1,0,1,10.08,5091,LP001,NEW,Ferrari,F2,2003,Lake City,AR
813,0,0,0,0,0,1,0,1,2.5,4651,LP007,NEW,Honda,Accord2,2006,North Pole,AK
1047,0,0,0,0,0,1,0,1,9.41,7830,LP009,NEW,Audi,A3,2000,Payson,AZ
1198,0,0,0,0,1,0,0,1,26.18,2757,LP005,NEW,Toyota,Corolla,1998,Foley,AL
776,0,0,0,0,0,0,0,1,41.09,8902,LP004,NEW,Mercedes Benz,E Class,1996,Wassila,AK
1008,0,1,0,0,0,0,0,1,55.49,2015,LP001,NEW,Ferrari,F2,2000,Meas,AZ
675,0,0,0,0,0,0,0,1,38.61,8327,LP009,NEW,BMW,Z4,2002,San Francisco,CA
779,0,0,0,1,0,0,0,1,231.95,9409,LP001,NEW,Acura,TSX,2006,New York,NY
966,0,0,0,0,0,1,0,1,30.08,9982,LP008,NEW,Suzuki,Aerio,1997,Valencia,CA
516,0,0,0,0,0,1,0,1,31.58,2927,LP002,NEW,Acura,RL,2003,Courtland,CA
120,0,0,0,0,0,1,0,1,70.97,5274,LP010,NEW,Infiniti,G35,2000,Albany,NY
121,0,0,0,0,0,1,0,1,61.71,8045,LP004,NEW,Audi,A8,2005,Hondo,NM
1194,0,0,0,0,0,1,0,1,3.67,2041,LP004,NEW,Jaguar,X-Type,2007,San Francisco,CA
1048,0,0,0,0,1,0,0,1,30.13,2447,LP007,USED,Hyundai,Sonata,1997,Elberta,AL
133,0,0,0,0,1,0,0,1,39.29,5901,LP003,NEW,Acura,TL,2007,Valencia,CA
597,0,0,0,0,0,1,0,1,1.86,5107,LP010,NEW,Infiniti,G35,2006,Foley,AL
126,0,0,0,0,0,1,0,1,36.27,2959,LP005,NEW,Audi,A6,2003,Farmington,NM
329,0,0,0,0,0,1,0,1,2.01,3890,LP001,NEW,Honda,Accord1,2005,San Francisco,CA
1009,0,0,0,0,0,1,0,1,31.71,9497,LP010,NEW,Hyundai,Accent,2003,Farmington,NM
817,0,0,0,0,0,1,0,1,27.99,4748,LP006,NEW,Ferrari,F2,2005,Marion,AR
1195,0,0,0,0,0,1,0,1,29.88,7628,LP006,NEW,Toyota,Highlander,1997,Foley,AL
526,0,0,0,0,0,1,0,1,29.31,7219,LP004,NEW,Audi,A4,2006,Los Angeles,CA
959,0,0,0,0,0,1,0,1,27.264,2016,LP008,NEW,Hyundai,Accent,1999,New York,NY
816,0,0,0,0,1,0,0,1,34.75,2307,LP006,NEW,Audi,A6,2007,Los Angeles,CA
1197,0,0,0,0,1,0,0,1,35.03,9666,LP006,NEW,Audi,A6,2006,Meas,AZ
1291,0,0,0,1,0,0,0,1,924.24,3303,LP003,USED,Suzuki,XL7,2002,Foley,AL
688,0,0,0,0,1,0,0,1,20.45,6345,LP005,NEW,Audi,A8,2005,Los Angeles,CA
1292,0,0,0,0,1,0,0,1,18.31,3063,LP005,NEW,Hyundai,Sonata,1996,Meas,AZ
1049,0,0,0,0,0,1,0,1,49.07,2584,LP001,NEW,Infiniti,QX4,2005,Payson,AZ
1196,0,0,0,0,0,1,0,1,31.13,8850,LP007,NEW,Ferrari,F1,2003,Meas,AZ
296,0,0,0,0,0,1,0,1,30.45,8088,LP008,NEW,Audi,A8,2002,Albany,NY
1293,0,0,0,0,0,1,0,1,32.08,4293,LP005,NEW,Infiniti,G35,2006,Foley,AL
407,0,0,0,0,0,1,0,1,31.84,3988,LP007,NEW,BMW,X6,2006,Foley,AL
1273,0,0,0,0,0,1,0,1,7.92,8197,LP002,NEW,Hyundai,Accent,2005,North Pole,AK
554,0,0,0,0,0,1,0,1,9.36,4119,LP005,NEW,Hyundai,Accent,1996,Valencia,CA
818,0,0,0,0,0,1,0,1,28.1,5860,LP009,NEW,Audi,A3,1999,Meas,AZ
165,0,0,0,0,0,1,0,1,40.19,8545,LP006,NEW,Acura,TSX,2007,New York,NY
960,0,0,0,0,0,1,0,1,27.54,7210,LP005,NEW,Suzuki,Reno,1997,Pell City,AL
868,0,0,0,0,1,0,0,1,27.264,4125,LP001,NEW,Acura,TL,2007,North Pole,AK
1193,0,0,0,0,1,0,0,1,21.13,4021,LP008,NEW,Toyota,Avalon,2001,Foley,AL
1191,0,0,0,0,1,0,0,1,23,2115,LP008,NEW,Audi,A8,2004,New York,NY
899,0,0,0,0,0,0,0,1,515.05,2597,LP009,NEW,Toyota,Highlander,2002,Conway,AR
1218,0,0,0,0,1,0,0,1,31.34,2498,LP004,USED,Toyota,Avalon,1998,Conway,AR
565,0,0,0,0,0,1,0,1,17.86,4144,LP003,NEW,Lexus,LS,1999,Conway,AR
674,0,0,0,0,0,1,0,1,14.39,5398,LP004,NEW,Toyota,Avalon,2008,Conway,AR
1192,0,0,0,0,0,1,0,1,22.39,5660,LP003,NEW,Acura,TSX,2003,Hondo,NM
967,0,0,0,0,0,1,0,1,24.52,2504,LP003,NEW,Volvo,S60,2002,Las Vegas,NM
1010,0,0,0,0,0,1,0,1,10.77,2888,LP008,NEW,Honda,Accord2,1997,Lake City,AR
617,0,0,0,0,0,1,0,1,20.76,4395,LP006,NEW,Lotus,L1,2006,Las Vegas,NM
134,0,0,0,0,0,1,0,1,14.19,4752,LP005,NEW,Hyundai,Accent,2008,San Francisco,CA
1011,0,0,0,0,0,1,0,1,27.264,3043,LP007,NEW,Jaguar,X-Type,1997,Hondo,NM
773,0,0,0,0,0,1,0,1,20.37,6472,LP004,NEW,Lexus,ES,2003,Conway,AR
254,0,0,0,0,0,1,0,1,10.6,6166,LP006,NEW,Volvo,S60,2001,Lake City,AR
132,0,0,0,1,0,0,0,1,46.26,6574,LP001,NEW,Infiniti,QX4,1997,Pell City,AL
160,0,0,0,0,0,0,0,1,32.25,6908,LP002,NEW,Acura,RL,1999,Courtland,CA
161,0,0,0,1,0,0,0,1,32.05,2182,LP010,USED,Audi,A6,1999,Courtland,CA
1050,0,0,0,0,0,0,0,1,1830.15,2834,LP006,NEW,Audi,A6,1997,New York,NY
503,0,0,0,0,0,0,0,1,47.24,3358,LP008,NEW,Infiniti,G37,2008,Hondo,NM
432,0,0,0,0,0,1,0,1,19.21,6688,LP003,NEW,Hyundai,Sonata,1999,Hondo,NM
1012,0,0,0,0,0,1,0,1,45.01,3142,LP005,NEW,Infiniti,G35,2004,New York,NY
598,0,0,0,0,0,1,0,1,29.06,4391,LP009,NEW,Volvo,C30,2007,San Francisco,CA
527,0,0,0,0,0,1,0,1,40.09,7193,LP005,NEW,Toyota,Camry,2008,Courtland,CA
171,0,0,0,0,0,1,0,1,59.55,9733,LP002,NEW,Chevrolet,Suburban,2007,North Pole,AK
1294,0,0,0,0,0,1,0,1,29.23,9651,LP005,NEW,Lexus,LS,1996,Wassila,AK
164,0,1,0,0,0,0,0,1,72.24,2169,LP002,NEW,Jaguar,S-Type,2007,San Francisco,CA
1219,0,0,0,0,0,0,0,1,72.01,9097,LP001,NEW,Honda,Fit,2005,Conway,AR
517,0,0,0,0,1,0,0,1,27.264,3942,LP005,NEW,Toyota,Corolla,2003,Meas,AZ
1274,0,0,0,0,1,0,0,1,11.37,6795,LP010,NEW,Audi,A6,1999,Globe,AZ
602,0,0,0,0,1,0,0,1,21.79,4012,LP003,NEW,Lotus,L1,2000,Valencia,CA
1295,0,0,0,0,1,0,0,1,27.264,8302,LP007,NEW,Suzuki,Aerio,2008,Las Vegas,NM
968,0,0,0,1,0,0,0,1,89.35,7778,LP008,USED,Chevrolet,Silverado,1997,Albany,NY
1275,0,0,0,1,0,0,0,1,38.39,6625,LP002,USED,Hyundai,Sonata,1996,Wassila,AK
774,0,0,0,0,0,1,0,1,27.49,5241,LP002,NEW,Infiniti,G35,2007,Marion,AR
1276,0,0,0,0,0,1,0,1,101.47,5182,LP008,NEW,Infiniti,G37,1998,San Francisco,CA
1051,0,0,0,0,0,1,0,1,31.44,3474,LP002,NEW,Toyota,Avalon,2002,North Pole,AK
819,0,0,0,0,0,1,0,1,35.67,3009,LP006,NEW,BMW,3 Series,2003,Conway,AR
1220,0,0,0,0,0,1,0,1,31.78,4670,LP005,NEW,Suzuki,XL7,2003,Elberta,AL
124,0,0,0,0,0,1,0,1,29.59,3168,LP002,NEW,Infiniti,G35,2000,North Pole,AK
771,0,0,0,0,0,1,0,1,33.52,7438,LP007,NEW,Chevrolet,Suburban,2007,Elberta,AL
1013,0,0,0,0,0,1,0,1,30.74,6109,LP005,NEW,Chevrolet,Suburban,1998,Foley,AL
162,0,0,0,0,0,1,0,1,36.24,8992,LP004,NEW,BMW,X6,2007,Marion,AR
163,0,0,0,0,0,1,0,1,35.69,6984,LP001,NEW,Toyota,Avalon,1999,Payson,AZ
199,0,0,0,0,0,1,0,1,38.85,7297,LP001,NEW,Ferrari,F2,1999,Payson,AZ
200,0,0,0,0,0,1,0,1,34.52,2247,LP001,NEW,Infiniti,G35,2002,Elberta,AL
1052,0,0,0,0,0,1,0,1,36.86,6576,LP003,NEW,BMW,X6,2005,Valencia,CA
689,0,0,0,0,0,1,0,1,35.4,5291,LP001,NEW,Chevrolet,Silverado,1998,Meas,AZ
566,0,0,0,0,0,1,0,1,32.32,6827,LP010,NEW,Acura,RL,2000,Marion,AR
618,0,0,0,0,0,1,0,1,33.69,6800,LP007,NEW,Audi,A3,1999,Meas,AZ
599,0,0,0,0,0,1,0,1,21.08,4715,LP002,NEW,Acura,TSX,1998,Payson,AZ
1277,0,0,0,0,1,0,0,1,17.51,7730,LP003,NEW,BMW,3 Series,1999,Albany,NY
297,0,0,0,0,1,0,0,1,18.59,6193,LP001,NEW,Toyota,Corolla,1998,Conway,AR
601,0,0,0,0,1,0,0,1,55.01,6321,LP008,NEW,Hyundai,Sonata,2005,San Francisco,CA
772,0,0,0,1,0,0,0,1,164.81,5974,LP001,USED,Audi,A3,2000,Los Angeles,CA
1296,0,0,0,0,1,0,0,1,19.3,2841,LP010,NEW,Lexus,LS,2008,Globe,AZ
229,0,0,0,0,0,1,0,1,6.47,2291,LP006,NEW,BMW,3 Series,2008,San Francisco,CA
455,0,0,0,0,0,1,0,1,6.8,6035,LP010,NEW,Suzuki,XL7,2004,Las Vegas,NM
1053,0,0,0,0,0,1,0,1,10.24,6705,LP009,NEW,Acura,RL,1997,Foley,AL
502,0,0,0,0,0,1,0,1,1.67,5910,LP002,NEW,Mercedes Benz,C Class,2008,Pell City,AL
673,0,0,0,0,0,0,0,1,27.264,9573,LP010,USED,Honda,Accord1,2008,San Francisco,CA
1014,0,0,0,0,0,1,0,1,28.87,6604,LP009,NEW,Jaguar,S-Type,1998,Hondo,NM
820,0,0,0,0,0,1,0,1,45.24,6030,LP002,NEW,Acura,TSX,1996,Conway,AR
135,0,0,0,0,0,1,0,1,52.36,2422,LP009,NEW,Chevrolet,Silverado,2007,Valencia,CA
255,0,0,0,0,0,1,0,1,30.5,7097,LP010,NEW,Infiniti,QX4,1998,Courtland,CA
128,0,0,0,0,0,1,0,1,31.68,9057,LP009,NEW,Suzuki,Reno,1996,Elberta,AL
469,0,0,0,0,0,1,0,1,28.91,6062,LP003,NEW,Volvo,C30,2004,Pell City,AL
900,0,0,0,0,0,1,0,1,38.28,7530,LP008,NEW,Infiniti,G35,2004,Globe,AZ
389,0,0,0,0,0,1,0,1,28.42,7504,LP007,NEW,Jaguar,XF,2007,Farmington,NM
131,0,0,0,0,0,1,0,1,49.9,3644,LP007,NEW,Ferrari,F2,2005,Pell City,AL
365,0,0,0,0,0,1,0,1,34.96,3226,LP001,NEW,Acura,TL,2001,Globe,AZ
1015,0,0,0,0,0,1,0,1,34.62,7492,LP003,NEW,BMW,X6,2000,Conway,AR
969,0,0,0,0,0,1,0,1,54.77,7438,LP009,NEW,Volvo,S60,2007,Pell City,AL
470,0,0,0,0,0,1,0,1,42.5,8933,LP001,NEW,BMW,X6,2000,Hondo,NM
518,0,0,0,0,1,0,0,1,29.41,8257,LP002,NEW,BMW,X6,2002,San Francisco,CA
600,0,0,0,0,1,0,0,1,29.73,6827,LP002,NEW,Ferrari,F1,2007,Elberta,AL
1054,0,0,0,0,1,0,0,1,30.29,4189,LP005,NEW,BMW,Z4,2005,Courtland,CA
1221,0,0,0,0,1,0,0,1,29.74,4731,LP007,NEW,Audi,A3,2001,Globe,AZ
1190,0,0,0,0,1,0,0,1,31.15,6738,LP003,NEW,Toyota,Highlander,2001,Farmington,NM
125,0,0,0,0,1,0,0,1,31.15,2952,LP003,NEW,Toyota,Highlander,2004,Los Angeles,CA
330,0,0,0,0,1,0,0,1,30.31,7942,LP007,NEW,Toyota,Corolla,2006,Courtland,CA
769,0,0,0,0,1,0,0,1,27.76,3329,LP001,NEW,Lotus,L1,2000,San Francisco,CA
528,0,0,0,0,1,0,0,1,29.92,6542,LP004,NEW,BMW,Z4,2004,Courtland,CA
669,0,0,0,0,1,0,0,1,29.79,6068,LP004,NEW,Volvo,S60,2003,New York,NY
821,0,0,0,0,1,0,0,1,29.69,4346,LP006,NEW,Toyota,Avalon,2007,San Francisco,CA
408,0,0,0,0,1,0,0,1,28.3,5079,LP001,NEW,Toyota,Corolla,2003,Los Angeles,CA
130,0,0,0,0,1,0,0,1,29.22,6611,LP010,NEW,Volvo,C30,2004,Lake City,AR
901,0,0,0,0,1,0,0,1,39.76,5568,LP001,NEW,Hyundai,Sonata,2001,Payson,AZ
129,0,0,0,0,1,0,0,1,37.69,4477,LP008,NEW,Suzuki,XL7,2002,Lake City,AR
433,0,0,0,0,1,0,0,1,39.27,8436,LP002,NEW,Suzuki,XL7,1997,Valencia,CA
567,0,0,0,0,1,0,0,1,29.56,4635,LP007,NEW,Ferrari,F1,2006,New York,NY
619,0,0,0,0,0,1,0,1,38.27,8173,LP002,NEW,Jaguar,XF,2003,Valencia,CA
670,0,0,0,0,0,1,0,1,33.23,9319,LP005,NEW,Acura,TSX,2006,Courtland,CA
1055,0,0,0,0,0,1,0,1,41.31,6506,LP002,NEW,Volvo,C70,2006,Marion,AR
770,0,0,0,0,0,1,0,1,47.27,6797,LP005,NEW,Audi,A8,1998,Elberta,AL
1189,0,0,0,0,0,1,0,1,47.03,2374,LP001,NEW,Audi,A6,2001,Foley,AL
1297,0,0,0,0,0,1,0,1,41.8,4293,LP005,NEW,Toyota,Camry,1998,Wassila,AK
1278,0,0,0,0,0,1,0,1,58.13,7200,LP010,NEW,Hyundai,Accent,1998,Los Angeles,CA
553,0,0,0,0,1,0,0,1,34.48,4072,LP004,NEW,Jaguar,X-Type,2001,Hondo,NM
1222,0,0,0,0,1,0,0,1,47.87,3498,LP003,NEW,BMW,7 Series,2006,Los Angeles,CA
201,0,0,0,0,1,0,0,1,37.98,7706,LP006,NEW,Volvo,C30,2005,Hondo,NM
256,0,0,0,0,1,0,0,1,64.83,3542,LP009,NEW,Honda,Accord2,2002,Las Vegas,NM
671,0,0,0,0,1,0,0,1,43.05,9375,LP002,NEW,Toyota,Highlander,1998,Foley,AL
690,0,0,0,0,1,0,0,1,116.07,5643,LP004,USED,Ferrari,F2,1998,Valencia,CA
603,0,0,0,0,1,0,0,1,87.72,6343,LP006,NEW,Suzuki,XL7,2005,Courtland,CA
501,0,0,0,0,1,0,0,1,49.36,4547,LP002,NEW,BMW,7 Series,2002,Globe,AZ
519,0,0,0,0,1,0,0,1,64.34,2148,LP004,USED,Acura,TSX,2002,Meas,AZ
1279,0,0,0,0,1,0,0,1,7.54,5480,LP002,NEW,Suzuki,Aerio,2003,Courtland,CA
1223,0,0,0,0,1,0,0,1,7.87,8259,LP003,NEW,BMW,X6,1996,San Francisco,CA
822,0,0,0,0,1,0,0,1,27.264,7102,LP009,NEW,Acura,RL,1996,Courtland,CA
1188,0,0,0,0,1,0,0,1,32.45,9408,LP009,NEW,Volvo,C30,2001,Elberta,AL
672,0,0,0,0,1,0,0,1,31.99,3760,LP007,NEW,Chevrolet,TrailBlazer,2006,Valencia,CA
1056,0,0,0,1,0,0,0,1,62.65,7521,LP004,NEW,Audi,A8,1998,New York,NY
767,0,0,0,0,1,0,0,1,27.264,7727,LP009,NEW,BMW,7 Series,2000,Las Vegas,NM
902,0,0,0,0,1,0,0,1,12.25,9830,LP004,NEW,Toyota,Avalon,1996,Marion,AR
172,0,0,0,0,1,0,0,1,23.6,3811,LP004,NEW,Audi,A3,2004,Los Angeles,CA
668,0,0,0,0,1,0,0,1,14.3,4729,LP003,NEW,Infiniti,G37,2000,Conway,AR
568,0,0,0,0,1,0,0,1,27.264,9398,LP004,NEW,Chevrolet,TrailBlazer,2003,Farmington,NM
1016,0,0,0,0,1,0,0,1,27.264,6019,LP009,NEW,Acura,RL,2006,Pell City,AL
331,0,0,0,0,1,0,0,1,13.99,3128,LP010,NEW,Chevrolet,Silverado,2005,Foley,AL
869,0,0,0,0,1,0,0,1,27.264,3158,LP004,NEW,Toyota,Corolla,2006,Lake City,AR
529,0,0,0,0,0,1,0,1,11.02,3338,LP004,NEW,Jaguar,XF,2005,Las Vegas,NM
434,0,0,0,0,0,0,0,1,37.75,6866,LP005,NEW,Toyota,Camry,1997,Los Angeles,CA
1187,0,0,0,0,0,0,0,1,46.94,9385,LP006,NEW,Acura,TL,2003,Foley,AL
1281,0,0,0,0,0,0,0,1,32.65,8434,LP009,NEW,Acura,RL,2001,Wassila,AK
1224,0,0,0,0,0,0,0,1,39.65,6233,LP009,NEW,Chevrolet,Silverado,2003,New York,NY
768,0,0,0,0,0,0,0,1,40,3993,LP002,NEW,Honda,Accord2,2001,Globe,AZ
1017,0,0,0,0,0,0,0,1,773.97,3267,LP002,USED,Volvo,C30,1998,Payson,AZ
970,0,0,0,0,0,0,0,1,43.85,4908,LP009,NEW,Audi,A4,2001,Globe,AZ
409,0,0,0,0,0,0,0,1,45.96,9011,LP006,NEW,Ferrari,F2,2008,Lake City,AR
468,0,0,0,0,0,0,0,1,33.44,7182,LP005,NEW,Toyota,Highlander,2003,Meas,AZ
823,0,0,0,0,0,0,0,1,33.34,8556,LP010,NEW,Chevrolet,TrailBlazer,1998,Albany,NY
257,0,1,0,0,0,0,0,1,46.13,6683,LP004,NEW,Audi,A6,1998,Farmington,NM
298,0,0,0,0,0,0,0,1,28.01,9207,LP007,NEW,BMW,7 Series,1998,Elberta,AL
903,0,0,0,0,0,0,0,1,27.39,3736,LP009,NEW,Acura,TSX,2000,Hondo,NM
520,0,0,0,0,0,0,0,1,33.92,5566,LP007,NEW,BMW,3 Series,2006,San Francisco,CA
1280,0,1,0,0,0,0,0,1,31.58,8906,LP001,NEW,Acura,TL,1998,San Francisco,CA
471,0,0,0,0,0,0,0,1,47.21,8806,LP008,NEW,BMW,X6,2007,San Francisco,CA
366,0,0,0,0,0,0,0,1,30.95,6751,LP009,NEW,Chevrolet,Silverado,2007,New York,NY
1185,0,0,0,0,0,0,0,1,32.11,5689,LP002,NEW,Jaguar,X-Type,2004,San Francisco,CA
500,0,1,0,0,0,0,0,1,28.34,2160,LP005,NEW,Chevrolet,Silverado,2003,Farmington,NM
620,0,0,0,0,0,0,0,1,27.68,6048,LP001,NEW,Audi,A4,2006,Elberta,AL
1299,0,1,0,0,0,0,0,1,36.21,5618,LP010,NEW,Suzuki,Aerio,2004,Elberta,AL
667,0,0,0,0,0,0,0,1,33.31,3272,LP003,NEW,Audi,A6,2004,Los Angeles,CA
1057,0,0,0,0,0,0,0,1,35.42,2599,LP008,NEW,Infiniti,G37,1996,Marion,AR
173,0,1,0,0,0,0,0,1,30.29,2864,LP007,NEW,Lexus,LS,2002,Hondo,NM
765,0,0,0,0,0,0,0,1,2286.33,9839,LP006,USED,Toyota,Avalon,1997,Albany,NY
1283,0,0,0,0,0,0,0,1,41.87,9387,LP006,NEW,Lotus,L1,2008,New York,NY
1230,0,0,0,0,0,0,0,1,37.03,8836,LP002,NEW,Lexus,LS,1998,New York,NY
1018,0,0,0,0,0,0,0,1,35.4,8858,LP006,NEW,Infiniti,G35,1999,Conway,AR
1298,0,0,0,0,0,0,0,1,27.48,9843,LP004,NEW,Infiniti,G35,1997,North Pole,AK
202,0,0,0,0,0,0,0,1,46.78,5193,LP008,NEW,Chevrolet,TrailBlazer,2007,Lake City,AR
766,0,0,0,0,0,0,0,1,41.7,9096,LP009,NEW,Hyundai,Sonata,2002,Courtland,CA
1282,0,0,0,0,0,1,0,1,9.42,4862,LP002,NEW,Toyota,Avalon,2003,Los Angeles,CA
1186,0,0,0,0,0,1,0,1,7.7,7588,LP007,NEW,Infiniti,QX4,2000,Conway,AR
606,0,0,0,0,0,1,0,1,10.36,2259,LP001,NEW,Chevrolet,TrailBlazer,2002,Wassila,AK
1019,0,0,0,0,0,0,0,1,176.41,9736,LP003,NEW,Audi,A4,2007,Las Vegas,NM
390,0,0,0,0,1,0,0,1,30.3,7752,LP003,NEW,Jaguar,X-Type,1998,Lake City,AR
332,0,0,0,0,1,0,0,1,33.47,6994,LP005,NEW,Jaguar,XF,2007,Valencia,CA
136,0,0,0,0,1,0,0,1,84.47,2592,LP006,NEW,Hyundai,Sonata,2000,Lake City,AR
230,0,0,0,0,0,0,0,1,115.71,3022,LP003,NEW,Ferrari,F1,2002,Lake City,AR
1058,0,0,0,0,0,0,0,1,36.95,8461,LP004,NEW,Audi,A6,2001,Las Vegas,NM
691,0,0,0,0,0,0,0,1,34.88,4441,LP007,NEW,Chevrolet,TrailBlazer,2008,Lake City,AR
904,0,0,0,0,0,0,0,1,137.72,7954,LP010,NEW,Infiniti,QX4,2001,Valencia,CA
231,0,0,0,0,0,0,0,1,57.19,6882,LP002,NEW,Suzuki,XL7,1997,Farmington,NM
499,0,0,0,0,0,0,0,1,61.93,9029,LP004,NEW,Suzuki,Aerio,1998,Pell City,AL
145,0,0,0,1,0,0,0,1,30.54,9810,LP006,NEW,Lotus,L1,1999,Elberta,AL
530,0,0,0,0,0,0,0,1,59.27,4406,LP004,USED,Mercedes Benz,C Class,2007,Conway,AR
906,0,0,0,1,0,0,0,1,108.29,4416,LP001,NEW,Audi,A3,1999,San Francisco,CA
1183,0,0,0,0,0,0,0,1,31.99,5902,LP006,NEW,Toyota,Avalon,2001,Albany,NY
605,0,0,0,0,0,0,0,1,29.17,2813,LP005,NEW,Ferrari,F2,1997,Lake City,AR
1381,0,1,0,0,0,0,0,1,30.1,2531,LP006,NEW,Toyota,Camry,2008,Conway,AR
1225,0,0,0,0,0,0,0,1,36.33,9082,LP007,NEW,Jaguar,XF,2001,Pell City,AL
1184,0,0,0,0,0,0,0,1,33.88,2357,LP003,NEW,Acura,TSX,2000,Valencia,CA
907,0,0,0,0,0,0,0,1,39.49,8390,LP002,NEW,Toyota,Avalon,2002,Meas,AZ
604,0,0,0,0,0,0,0,1,41.23,4996,LP007,NEW,Chevrolet,Silverado,2003,Wassila,AK
824,0,1,0,0,0,0,0,1,27.53,7433,LP003,NEW,Honda,Accord1,1997,San Francisco,CA
1382,0,0,0,0,1,0,0,1,27.264,5478,LP003,NEW,BMW,Z4,1998,Conway,AR
532,0,0,0,0,1,0,0,1,37.78,4037,LP006,NEW,Hyundai,Sonata,2005,New York,NY
1383,0,0,0,0,1,0,0,1,55.72,7347,LP004,NEW,Infiniti,G37,2000,Las Vegas,NM
1059,0,0,0,0,1,0,0,1,37.24,7914,LP005,NEW,Volvo,C70,2000,Pell City,AL
1020,0,0,0,0,1,0,0,1,253.03,9624,LP002,NEW,Chevrolet,Silverado,2001,North Pole,AK
905,0,0,0,0,1,0,0,1,28.57,4124,LP003,NEW,Lexus,ES,2007,Farmington,NM
1231,0,0,0,0,1,0,0,1,33.49,7945,LP004,NEW,Toyota,Avalon,2002,San Francisco,CA
258,0,0,0,0,0,1,0,1,19.1,8273,LP009,NEW,Jaguar,X-Type,2006,Farmington,NM
621,0,0,0,0,1,0,0,1,192.2,2194,LP005,NEW,Chevrolet,Silverado,1996,Conway,AR
1021,0,0,0,0,1,0,0,1,39.62,8094,LP005,NEW,Infiniti,QX4,2008,New York,NY
456,0,0,0,0,1,0,0,1,36.46,5342,LP007,NEW,Acura,TSX,2008,New York,NY
1284,0,0,0,0,1,0,0,1,36.85,7059,LP007,NEW,Honda,Fit,1998,Farmington,NM
764,0,0,0,0,1,0,0,1,34.44,3415,LP003,NEW,Volvo,S60,2005,Payson,AZ
1384,0,0,0,0,0,1,0,1,27.264,2541,LP010,NEW,Lexus,ES,1999,San Francisco,CA
531,0,0,0,0,1,0,0,1,39.7,7125,LP002,NEW,Hyundai,Sonata,1998,Hondo,NM
1182,0,0,0,0,1,0,0,1,31.9,7128,LP002,NEW,Volvo,C70,2002,Globe,AZ
552,0,0,0,0,1,0,0,1,50.67,3383,LP007,USED,Suzuki,Aerio,1997,Los Angeles,CA
1181,0,0,0,0,1,0,0,1,34.9,7180,LP007,USED,Acura,TSX,2004,Elberta,AL
391,0,0,0,0,1,0,0,1,27.47,2047,LP006,NEW,Volvo,S60,2005,Farmington,NM
1022,0,0,0,0,1,0,0,1,31.82,2662,LP006,NEW,BMW,Z4,2006,San Francisco,CA
174,0,0,0,0,1,0,0,1,32.17,7363,LP003,NEW,Toyota,Camry,2000,Farmington,NM
333,0,0,0,0,1,0,0,1,38.96,2929,LP005,NEW,Volvo,C30,2004,Globe,AZ
137,0,0,0,0,1,0,0,1,9.85,4364,LP007,NEW,Infiniti,G37,2007,Courtland,CA
498,0,0,0,0,1,0,0,1,9.37,4766,LP010,NEW,Audi,A6,2001,Courtland,CA
825,0,0,0,0,1,0,0,1,9.78,2171,LP004,NEW,Hyundai,Sonata,1999,Courtland,CA
1023,0,0,0,0,1,0,0,1,8.73,2287,LP005,NEW,Infiniti,QX4,2008,Los Angeles,CA
666,0,0,0,0,1,0,0,1,6.62,8378,LP006,NEW,Acura,RL,2008,Courtland,CA
692,0,0,0,0,1,0,0,1,5.08,6874,LP002,NEW,Hyundai,Accent,2007,Valencia,CA
144,0,0,0,0,0,0,0,1,400.32,3433,LP009,USED,Acura,RL,2007,Elberta,AL
1378,0,0,0,0,0,1,0,1,35.09,2890,LP001,NEW,Toyota,Corolla,2007,Courtland,CA
1060,0,0,0,0,0,1,0,1,42.86,8288,LP007,NEW,Audi,A4,2004,Farmington,NM
1232,0,0,0,1,0,0,0,1,49.45,5895,LP009,USED,Audi,A3,2000,New York,NY
